,vx,vy,vx(%),vy(%),rx:,ry,rx(%),ry(%)
Rad1,0.9052664914181899,2.3549642003795332,9.0526649141819,26.166268893105926,0.6711818701179374,1.746015445236846,6.711818701179373,19.40017161374273
Rad2,2.974084467183659,0.9947373470824857,29.74084467183659,11.052637189805397,2.3839138797724875,0.7973439203236863,23.839138797724875,8.859376892485404
Rad3,2.077410672606211,1.5800976384987089,20.77410672606211,17.556640427763433,1.4967854556689157,1.1384687654822614,14.967854556689158,12.649652949802904
Rad4,0.9373563236777301,0.6506100956359392,9.3735632367773,7.2290010626215455,0.544023540052425,0.3776015571463729,5.44023540052425,4.195572857181921
Rad5,0.6887137110648823,0.4016270927938028,6.887137110648823,4.462523253264475,0.2669369530107699,0.15566571519417813,2.669369530107699,1.7296190577130903
Rad6,0.5171448326577384,0.9186113628236415,5.171448326577384,10.206792920262684,0.1274797924808186,0.2264440800876819,1.2747979248081858,2.516045334307577
Rad7,0.5835075630563651,0.7582447796539356,5.835075630563651,8.424941996154839,0.06684113567720873,0.08685738695127798,0.6684113567720873,0.9650820772364219
Rad8,0.8376913428954629,0.5949276418755518,8.376913428954628,6.6103071319505755,0.07651991371501164,0.054344374224568746,0.7651991371501163,0.6038263802729861
Rad9,0.36981735977228064,0.7461798412561484,3.698173597722806,8.290887125068316,0.005478655478464766,0.011054273595309963,0.054786554784647654,0.1228252621701107
