Judet,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17
 Maramures,0.9570318909645659,-0.3576301047840293,-1.4177050259638069,0.29604506673350384,0.7168679133862083,0.6499475977740857,-0.5478471888050921,0.4180720445301697,0.42798243872758224,0.6735618679096329,-0.5142560176743131,-0.4162938067974362,1.2020590296938056,0.6014881952391744,0.1216211195579338,-0.10809720169570723,0.08179413864160893
 Mehedinti,-0.156759433142556,-1.6587837148921476,1.8417100000121336,0.43878397263609187,-0.6019321058000027,0.9817111572998144,-0.31576165233201675,0.8292897583954638,-0.03161133076860353,0.4323746146637702,-0.6626013241020996,-0.014810032270164558,-0.37888522446111045,-0.3929635264604345,-0.43390920717341414,-0.35156437765942206,-0.04401160174444135
 Municipiul Bucuresti,2.8488369292809583,-0.14360242065199433,0.784881732118671,-2.082223546418006,0.17624118335894973,-1.1361334818667221,-0.8065422900454003,1.0159748310258059,-0.9231471372181719,-0.9034551815176755,-1.2210084306629239,-0.41900113124823046,-0.4910546763865278,0.21646359207907556,-0.5496048172377417,0.25704604275398696,-0.04379959320412159
 Mures,-0.9031145479642254,-0.45483154314609053,-2.859830125905919,-0.4640763413745696,-0.06301497909892263,-1.9136852741303956,-0.764625422591592,-0.9531651754033712,0.08686677549114317,0.27088783222158674,-1.208421341894292,-0.6272492518012046,-0.25222111686592563,-0.9369250321922943,0.20543773423409092,0.467372713098676,-0.030727913669520487
 Neamt,-2.757301560747453,0.02638815400785537,-0.8163513642205372,-0.8229915091880587,-0.18058825651354377,-0.009225171785385426,-0.9687903842412826,1.9040663231016572,0.41016016016619816,0.9813638389516615,0.7614809518586914,0.5432593687857956,-0.07550917022622877,-0.45393206598227376,-0.15592613962120042,-0.16451074454839554,-0.0032425155075476984
 Olt,-1.2533290460251651,-1.2962058506955054,2.7732799942672823,-0.7404395133834982,0.429157963309781,0.9994598793486743,0.6102985037459024,-0.22190627914076952,0.21390580488067099,1.4769696996635182,-0.31109532772528525,-0.1575654067604655,-0.9470023599184689,-0.2584013388900248,-0.006954703024622918,-0.06397695440953223,0.025473310665636226
 Prahova,-0.8486343295669685,1.432828822778679,-0.4141983013736622,-0.6446890820844753,-1.459518665061271,-0.47659676850097044,0.27355033511677596,-0.7170261060414465,0.4664599183737425,0.28298715216792575,-0.4640800314872661,-0.15879664520421968,-0.02750601470472352,1.0973816411854407,-0.6577871761768295,-0.407271157890531,0.01633577937858632
 Salaj,-0.49590879300822865,-1.6962867191503055,0.6324299878166163,1.0184043161522358,0.6447166405440379,-0.6049951789599738,-1.086715547444592,-0.3775627625703592,1.0002144126791568,-0.8323811466647952,-0.8075768688386715,-0.029497829796023087,0.22772995701283322,0.3031703077247154,0.5365787262450727,-0.1488202851554594,-0.036142052531394374
 Satu Mare,-0.029675885782022952,-2.2224958010745466,-1.4542261234988552,-0.48899105746963406,-0.43809578055513354,0.6937312149260882,-0.5069502621765023,0.42405471821721735,0.9662318312257513,0.5210749656155572,-1.3359960625114748,0.6789894269663365,0.484487589721174,0.1696079430162188,0.23343203541377655,0.3853773109091737,0.08202344170742874
 Sibiu,1.76144378610654,0.052539737585719816,-1.4602966235036172,-0.8669713887978453,-0.6293919714471208,-0.203915403985742,0.3123868677227836,-1.8125858220123008,0.04470535810221831,0.8977362803059149,-0.3861897899531824,0.13076837272128755,-0.5411217508890741,0.089369356874955,-0.12383187026075101,-0.03565822755579083,-0.0034618938464369853
 Suceava,1.7391472838358422,-0.8748325561545782,0.589693706175304,-0.10650792835797429,0.9573249390345684,-0.26671344756015286,-0.8446263834294985,0.5053532646759421,0.20933292756689226,-0.16509246910424671,-0.28860992225423543,-0.9006445842850533,-0.4397973695879319,-0.3918453121202793,0.7044547081413629,-0.47239027246459275,-0.01324102089829716
 Teleorman,-2.2907100903039863,-1.6572673073293074,3.4157170889968422,0.11630752374680725,0.35509654145289726,0.22233623926374965,0.5074748085245253,0.49622074704551816,-0.774508339871077,-0.29164295046410904,-0.38606224623631397,-0.27089920572577547,-0.10512258493184075,-0.3586286256186817,-0.13013618029369498,-0.274653360398156,-0.03494319720409847
 Timis,2.752474291331032,0.5874325403182137,-1.522317779024852,-2.0930161434589563,-1.8926393504604513,2.336453506626034,1.194128008121097,-0.8993295575821724,0.3711558420444528,-0.4413830972267124,0.04167508084822316,-0.2432642687521487,0.7213181626010223,-0.516290366364682,0.8048030003508833,-0.27201203289836023,-0.010271158412910984
 Tulcea,-1.8299248063700024,-0.8599599579085204,-0.4040544782434751,-0.5582419826347542,0.3984141063338947,-1.0937702537450873,-0.9032921289286475,-0.4183032554675961,-0.6402700624049602,-1.2792232338406304,1.5262898899952542,0.1130411083548907,0.8464684114721163,-0.8801715199143814,-0.18089398236241497,-0.10793059013444263,-0.04213616842660427
 Valcea,2.985742990049549,0.9897603157718052,2.008643933461006,-0.33157118253719586,1.3627059973164926,0.4642229906602407,-0.056692241204402055,-0.4498109945313498,-0.08965820016531433,0.9244605580258463,1.2500331035434076,-0.043146175120438196,0.5673261015949899,0.46412803765827054,0.07839430019554414,0.3912128639195421,-0.04335456755816505
 Vaslui,-2.0459081768175724,-1.4504328149214745,-0.8768849498936548,-0.8006882318209745,0.7837504061974679,-1.0224304084803513,-1.4376771093581728,-0.947172307785779,-0.8358347133732899,1.7005579282644667,0.17999539646625526,0.685621661597282,0.02086709818706553,0.5582289582246505,-0.0924763334419447,0.25000043523308685,-0.06573736521822066
 Vrancea,-2.149443834626659,1.8562396177855796,-2.0285702793620097,1.454700289917107,3.4607576383886105,3.637326495938106,-0.08358973614027804,-0.7100280298472899,0.02027231514110569,-1.3570867614615438,-1.0231803000802029,0.564727866474758,-0.4225897792898407,-0.033415566771123284,-0.6206193052785796,0.021101241086005355,-0.013322901522639546
