Judet,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17
 Prahova,0.08327000478366209,0.23737556728876802,0.019836453305376384,0.04805604527481814,0.24630129990513636,0.026263317500286362,0.008652107355905802,0.059445274032847155,0.02515799700841629,0.009259357121349825,0.024901938780133453,0.0029156141112469036,8.747878428504528e-05,0.13923960349541925,0.05002858300411877,0.019178503137013202,3.085511121694044e-05
 Salaj,0.02597687744926343,0.3039357955609899,0.042248202583988786,0.10955287777633137,0.04390571836663279,0.038662252739418076,0.12474268528711019,0.015057803934010561,0.10567434004679462,0.07318596398501075,0.06888918866653745,9.191014653902911e-05,0.0054780205369550266,0.009708601086526717,0.030412367381507457,0.0023394167358356307,0.0001379777165484266
 Satu Mare,7.143253698975212e-05,0.40065502246567536,0.1715349328892357,0.01939503317874703,0.015567785308744739,0.039036526391045254,0.020845839851964098,0.014585875170250446,0.07572710847734837,0.02202364053969755,0.14477682538622016,0.03739510149024468,0.019039432828709693,0.002333356338961263,0.0044198711294164425,0.012046502551818758,0.0005457134649308401
 Sibiu,0.2794730536250185,0.0002486441026902079,0.1920810524103148,0.06770362078124133,0.035681636280868755,0.0037454364498918456,0.008789980294667911,0.29593717364189775,0.00018002031636036298,0.07259386474221441,0.013433956571479623,0.0015403088237980148,0.02637499261986959,0.0007194152336429249,0.0013812339003394557,0.00011453068777930132,1.0795179250333755e-06
 Suceava,0.3716901955877783,0.09404988155717095,0.04273280144822262,0.0013940304325452462,0.11262300872247002,0.00874174645572225,0.08766730708810222,0.03138329442131283,0.005384972306760761,0.0033493682988947047,0.010236014571733724,0.09968166043469316,0.023769149098269823,0.018868513662038105,0.060983806937811365,0.02742270373718711,2.154523928691724e-05
 Teleorman,0.24412609043890238,0.12777887637235055,0.5427973560153514,0.0006293461175555275,0.005866334504718116,0.00229982319299414,0.011981271656687184,0.01145575652836252,0.027907834294072446,0.003957098901369599,0.006934076120242371,0.0034142034892594908,0.0005141217788273919,0.005983617755027194,0.0007878980926922109,0.0035094880866150223,5.680665497251017e-05
 Timis,0.27254815815008554,0.012414027678897717,0.08336952899845092,0.15759479334803883,0.12886424681494005,0.1963862130630282,0.051297769112525524,0.02909607740970266,0.004955749097234373,0.007008548847501415,6.24812358310014e-05,0.0021288906555431667,0.01871761217007237,0.009589252443784987,0.023301070962891197,0.0026617848036382214,3.795207833829122e-06
 Tulcea,0.2608961664432451,0.05761793221801878,0.01271982270223064,0.024279861097717192,0.01236717830414819,0.0932080505932076,0.06357079763140892,0.013632757132403925,0.03193946226976088,0.12749521514059514,0.18149942930319463,0.0009955750927893882,0.05582422727917824,0.060358137822748285,0.0025494673143169767,0.0009075912748480678,0.00013832838018808062
 Valcea,0.45851772776044863,0.050386171741517015,0.2075186835761562,0.005654638492902508,0.09551149070362767,0.011084205758153153,0.0001653097774851077,0.010406661343626035,0.0004134579259212032,0.04395700178339321,0.08037006457638013,9.57493628173238e-05,0.016554528621811927,0.011079671855289942,0.0003160969199886739,0.007871863281094358,9.667651938719065e-05
 Vaslui,0.24909746058028806,0.12519652008202228,0.04575960390578517,0.03815258028787459,0.03655548765636605,0.0622106213505482,0.12300414312456952,0.053389396094003415,0.0415755336187078,0.1720996094948211,0.0019280567806737395,0.027974741655469527,2.5913205736841884e-05,0.01854478265133979,0.0005089302067313731,0.0037194485317641854,0.0002571707732983967
 Vrancea,0.10550963860954764,0.0786879095565221,0.09397666942312397,0.04832668255362559,0.2735157281678014,0.3021374121636968,0.00015956801457481945,0.01151306403467966,9.38526695938998e-06,0.04205863372651399,0.023908056434916544,0.007283135161154294,0.004078288181271486,2.54998482602776e-05,0.008796106810879188,1.0168477489067615e-05,4.053568983740038e-06
